Dimension1(nm),Dimension2(nm),OD,Dilution(%),Nano_stock_vol(mL),Diluted_vol(mL),AgConc(M),AgMass(mg),MeOH_vol(mL),H2O_vol(mL),Doping(%),AgSol(uL),Time(min),Temperature(C),Experiment,Wavelength(nm),Fluorescence,Fluorescence_norm
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),692.0,1205.125,0.012317870302701985
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),693.0,1206.125,0.012328091541413904
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),694.0,1207.0,0.012337035125286833
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),695.0,1168.25,0.011940962125199952
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),696.0,1149.0,0.011744203279995502
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),697.0,1129.5,0.011544889125113072
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),698.0,1104.25,0.011286802847637105
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),699.0,1063.0,0.010865176750770426
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),700.0,1046.625,0.010697803966862745
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),701.0,1020.75,0.010433329415191827
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),702.0,980.5,0.010021924557037067
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),703.0,964.0,0.009853274118290395
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),704.0,941.5,0.009623296247272206
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),705.0,918.25,0.009385652447220078
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),706.0,893.875,0.009136509753617041
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),707.0,883.25,0.009027909092302897
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),708.0,861.5,0.008805597150318646
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),709.0,858.5,0.008774933434182888
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),710.0,844.25,0.008629280782538036
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),711.0,825.875,0.008441465521206516
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),712.0,792.0,0.008095221059840242
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),713.0,779.875,0.007971288540458218
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),714.0,762.25,0.007791139208160637
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),715.0,734.875,0.007511332798421841
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),716.0,713.25,0.007290298511276582
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),717.0,686.25,0.0070143250660547555
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),718.0,667.125,0.006818843875689295
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),719.0,647.625,0.006619529720806865
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),720.0,641.875,0.006560757598213327
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),721.0,614.25,0.006278395878796551
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),722.0,584.375,0.005973036372277956
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),723.0,569.25,0.005818440136760174
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),724.0,557.5,0.00569834058189512
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),725.0,541.125,0.005530967797987438
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),726.0,516.625,0.0052805474495454105
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),727.0,502.875,0.005140005417256517
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),728.0,482.625,0.004933025333340148
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),729.0,467.125,0.004774596133305395
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),730.0,464.375,0.004746487726847617
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),731.0,440.625,0.004503733307439529
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),732.0,425.625,0.004350414726760736
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),733.0,405.625,0.004145989952522346
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),734.0,397.375,0.004061664733149011
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),735.0,376.875,0.0038521293395546606
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),736.0,374.75,0.0038304092072918316
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),737.0,375.625,0.003839352791164761
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),738.0,360.25,0.003682201245968999
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),739.0,353.25,0.0036106525749855624
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),740.0,340.0,0.0034752211620526293
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),741.0,329.5,0.0033678981555774743
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),742.0,319.375,0.0032644081136192897
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),743.0,315.875,0.0032286337781275713
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),744.0,299.625,0.0030625386490588796
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),745.0,285.875,0.0029219966167699863
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),746.0,277.5,0.0028363937425576607
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),747.0,271.5,0.0027750663102861436
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),748.0,265.25,0.0027111835683366467
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),749.0,268.625,0.002745680248989375
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),750.0,269.5,0.0027546238328623046
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),751.0,264.25,0.002700962329624727
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),752.0,265.75,0.0027162941876926064
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),753.0,259.0,0.0026473008263871497
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),754.0,257.625,0.0026332466231582603
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),755.0,255.375,0.002610248836056442
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),756.0,261.125,0.0026690209586499787
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),757.0,242.625,0.002479928042479468
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),758.0,227.125,0.002321498842444716
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),759.0,221.5,0.0022640043746901687
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),760.0,217.75,0.0022256747295204705
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),761.0,210.5,0.0021515707488590544
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),762.0,209.375,0.002140071855308145
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),763.0,201.125,0.002055746635934809
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),764.0,185.5,0.0018960397810610667
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),765.0,184.5,0.0018858185423491472
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),766.0,189.0,0.001931814116552785
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),767.0,186.75,0.001908816329450966
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),768.0,176.625,0.0018053262874927812
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),769.0,172.5,0.0017631636778061134
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),770.0,166.25,0.0016992809358566164
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),771.0,164.25,0.0016788384584327774
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),772.0,160.0,0.0016353981939071197
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),773.0,157.375,0.001608567442288331
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),774.0,156.625,0.0016009015132543913
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),775.0,151.5,0.0015485176648558038
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),776.0,146.75,0.0014999667809741863
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),777.0,144.5,0.0014769689938723674
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),778.0,140.25,0.0014335287293467094
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),779.0,138.125,0.0014118085970838807
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),780.0,138.75,0.0014181968712788304
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),781.0,136.375,0.0013939214293380215
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),782.0,129.375,0.001322372758354585
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),783.0,124.875,0.0012763771841509473
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),784.0,128.25,0.0013108738648036757
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),785.0,127.875,0.0013070409002867058
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),786.0,124.75,0.0012750995293119574
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),787.0,125.875,0.0012865984228628668
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),788.0,126.125,0.0012891537325408467
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),789.0,126.125,0.0012891537325408467
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),790.0,122.375,0.0012508240873711485
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),791.0,123.125,0.0012584900164050881
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),792.0,118.25,0.0012086614776844805
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),793.0,115.125,0.0011767201067097322
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),794.0,118.875,0.0012150497518794302
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),795.0,119.625,0.0012227156809133698
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),796.0,114.875,0.0011741647970317523
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),797.0,110.75,0.0011320021873450843
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),798.0,110.71428571428571,0.0011316371431053728
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),799.0,111.66666666666667,0.001141371656164344
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,10.0,97.7,10,0,7_NPL-12_(3-8-23),800.0,112.4,0.0011488672312197515
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),440.0,96.25,0.0008329249837471456
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),441.0,96.8,0.0008376845550828435
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),442.0,98.16666666666667,0.000849511368704881
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),443.0,95.71428571428571,0.0008282890376409462
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),444.0,97.25,0.000841578749812051
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),445.0,97.0,0.0008394153082958247
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),446.0,98.125,0.0008491507951188433
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),447.0,107.25,0.0009281164104611051
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),448.0,113.75,0.0009843658898829903
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),449.0,119.75,0.0010362884862724227
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),450.0,128.75,0.0011141723808565714
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),451.0,142.0,0.001228834781216568
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),452.0,146.125,0.0012645315662343029
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),453.0,146.375,0.0012666950077505291
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),454.0,154.25,0.0013348434155116594
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),455.0,165.625,0.0014332800044999584
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),456.0,173.75,0.0015035918537773148
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),457.0,191.125,0.0016539510391550463
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),458.0,205.75,0.001780512367854288
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),459.0,224.5,0.0019427704815712643
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),460.0,245.5,0.002124499568934278
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),461.0,265.75,0.0022997383317486125
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),462.0,272.5,0.002358151252686724
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),463.0,270.0,0.0023365168375244602
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),464.0,267.25,0.0023127189808459705
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),465.0,263.125,0.0022770221958282356
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),466.0,252.75,0.002187239372904842
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),467.0,238.5,0.00206392320647994
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),468.0,228.75,0.0019795489873471123
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),469.0,215.25,0.0018627231454708892
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),470.0,220.25,0.0019059919757954164
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),471.0,229.25,0.001983875870379565
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),472.0,245.75,0.002126663010450504
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),473.0,269.5,0.0023321899544920077
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),474.0,298.875,0.002586394332648604
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),475.0,318.375,0.0027551427709142594
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),476.0,362.625,0.003138071919286324
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),477.0,423.25,0.003662706486971214
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),478.0,481.25,0.004164624918735728
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),479.0,547.25,0.004735773479019485
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),480.0,634.375,0.005489732847424369
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),481.0,723.125,0.006257754585684724
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),482.0,818.125,0.007079862361850738
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),483.0,943.875,0.008168073444512593
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),484.0,1074.625,0.009299553357498975
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),485.0,1238.125,0.01071444410911101
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),486.0,1399.0,0.012106618724802667
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),487.0,1606.125,0.0138990300209962
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),488.0,1819.75,0.01574769079661162
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),489.0,2079.375,0.017994424811212686
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),490.0,2399.125,0.02076146651046619
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),491.0,2793.75,0.024176458943829485
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),492.0,3227.5,0.02793002997448221
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),493.0,3837.625,0.03320990899483262
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),494.0,4590.5,0.03972511312094828
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),495.0,5559.75,0.04811277587935785
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),496.0,6868.0,0.059434065333770346
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),497.0,8631.625,0.07469606350998916
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),498.0,11066.0,0.09576257527424326
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),499.0,14299.75,0.12374669128663113
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),500.0,18791.0,0.16261291812563755
36.27,6.52,100x,0.12,0.5,3.5,0.0007,3.5,20,8,3.0,41.9,10,50,7_NPL-12_(3-8-23),501.0,24679.5,0.21357061959883303
